2.148746780505916831e-08,1.403548987582325935e-03,4.353751242160797119e-02,9.550588726997375488e-01,1.809765184934697402e-11
1.618907845113426447e-05,4.749990254640579224e-02,9.477611184120178223e-01,4.722723737359046936e-03,2.902429185880350815e-09
1.203661132603883743e-02,9.681370258331298828e-01,1.938000321388244629e-02,4.463130026124417782e-04,3.483853427965755145e-09
9.997897744178771973e-01,1.975839695660397410e-04,1.259073451365111396e-05,5.094257815585478966e-08,1.706510627252910695e-10
9.086591601371765137e-01,8.745755255222320557e-02,3.853589529171586037e-03,2.969219167425762862e-05,1.201108177557885272e-15
9.930451512336730957e-01,2.660672180354595184e-03,4.289774689823389053e-03,4.421084213390713558e-06,2.420062483743379289e-10
9.924725294113159180e-01,6.994992960244417191e-03,5.321807111613452435e-04,3.055000092899717856e-07,3.058862191318567625e-11
9.995951056480407715e-01,3.743003471754491329e-04,3.055776323890313506e-05,1.251949015568243340e-07,2.216250457893337300e-13
9.981259703636169434e-01,1.049100421369075775e-03,8.239306625910103321e-04,1.010167807180550881e-06,8.934269123128668610e-12
9.967233538627624512e-01,3.079705638810992241e-03,1.843786885729059577e-04,1.262347359443083405e-05,1.152345233124130175e-10
9.987477064132690430e-01,1.024981727823615074e-03,2.209713420597836375e-04,6.333672899927478284e-06,3.961056829759890263e-11
9.997687935829162598e-01,2.197661669924855232e-04,1.144233556260587648e-05,4.828650901345099555e-08,3.424117109643298740e-12
3.796006217693381757e-11,1.195035583805292845e-04,4.878887534141540527e-02,9.510915875434875488e-01,2.526868026504538729e-18
4.874494141660079549e-09,2.850677352398633957e-03,9.969779253005981445e-01,1.713529491098597646e-04,4.002108860506673598e-20
3.422940790187567472e-05,9.998488426208496094e-01,1.169338502222672105e-04,2.360240225485199517e-09,1.752067391125067671e-22
9.999996423721313477e-01,4.024338693398021860e-07,2.556266753828140281e-09,2.118115151859573803e-14,4.184303145239720628e-20
2.020933025050908327e-04,4.568583667278289795e-01,5.380345582962036133e-01,4.905021283775568008e-03,1.932678649170383313e-16
1.891833790068631060e-06,2.763146348297595978e-02,9.470214247703552246e-01,2.534517645835876465e-02,4.295986995840280799e-16
9.993882179260253906e-01,6.097708246670663357e-04,2.020801275648409501e-06,4.434716482926148728e-12,3.153721211128861609e-18
2.818369567394256592e-01,6.768581271171569824e-01,4.127939790487289429e-02,2.561215660534799099e-05,3.794789135702636429e-12
3.479180919058189048e-12,2.385865798260056181e-07,1.705717295408248901e-02,9.829425811767578125e-01,3.999286490368280690e-22
6.998204185038048308e-07,3.706653416156768799e-02,9.629252552986145020e-01,7.632238521182443947e-06,1.699728111237648663e-17
2.566272858530282974e-03,9.971857666969299316e-01,2.479575923644006252e-04,2.176398367081944230e-10,1.452925782284487238e-20
9.998676776885986328e-01,1.276135590160265565e-04,4.615652869688346982e-06,1.355278556047778693e-09,1.417648107264612994e-17
4.329936206340789795e-01,5.322805047035217285e-01,3.190428763628005981e-02,2.821484813466668129e-03,5.845916046571695765e-15
7.666163703845541022e-09,1.480785757303237915e-02,9.811760783195495605e-01,4.016126506030559540e-03,2.145395023763139289e-20
9.995272159576416016e-01,2.178276481572538614e-04,2.548684715293347836e-04,1.723330171898851404e-07,2.656178445595291926e-12
9.975762963294982910e-01,2.406789921224117279e-03,1.686916402832139283e-05,1.334323851409635608e-08,2.992343468314012742e-16
2.833322118589443050e-12,1.689872419774474110e-06,7.877572206780314445e-04,9.992104768753051758e-01,3.876478391691901267e-22
7.526699263848968258e-09,8.568520098924636841e-02,9.136190414428710938e-01,6.957015139050781727e-04,7.248954646608123263e-20
2.412538196949753910e-05,9.952030181884765625e-01,4.772709216922521591e-03,2.761044299859349849e-07,8.659324894433598234e-21
9.999049901962280273e-01,9.331174805993214250e-05,1.709656089587952010e-06,4.296014932680947140e-11,1.973818642371830655e-15
9.576665163040161133e-01,4.100950062274932861e-02,1.291688764467835426e-03,3.228955392842181027e-05,1.094695601527861939e-11
9.940531849861145020e-01,5.240495316684246063e-03,6.980819161981344223e-04,8.292078746308106929e-06,2.200290297182938559e-11
9.955912828445434570e-01,2.213153988122940063e-03,2.180022886022925377e-03,1.563183104735799134e-05,1.155264328644989291e-09
9.998645782470703125e-01,1.148671362898312509e-04,2.007699185924138874e-05,4.388874685901100747e-07,1.727308053534049037e-11
9.915839433670043945e-01,5.542350467294454575e-03,2.725462196394801140e-03,1.482702209614217281e-04,9.239883164147144612e-12
5.875032804133562339e-15,6.109255537012359127e-07,1.523080654442310333e-02,9.847685098648071289e-01,7.663434715716206722e-27
3.427269301692348336e-10,4.365112632513046265e-03,9.942633509635925293e-01,1.371525344438850880e-03,3.013632875267207204e-20
9.995023012161254883e-01,4.922181251458823681e-04,5.523995696421479806e-06,4.427229763348528024e-11,1.318383373189983227e-17
1.833206364487693918e-09,5.920912325382232666e-02,4.337489306926727295e-01,5.070419907569885254e-01,1.114301465518719151e-20
6.180056333541870117e-01,3.799558281898498535e-01,2.038527978584170341e-03,3.481448374031970161e-08,4.844804163970165001e-14
2.320496598258614540e-03,8.309472203254699707e-01,1.663887798786163330e-01,3.435467078816145658e-04,2.130547474554767007e-12
2.143762251050063128e-10,1.487512234598398209e-02,3.406716510653495789e-02,9.510577321052551270e-01,8.856664823870748523e-21
9.823989272117614746e-01,1.514040771871805191e-02,2.460733056068420410e-03,4.828162609299413432e-12,2.687896581744640812e-20
4.521081554650138029e-15,8.012049761418893468e-07,3.935432061553001404e-03,9.960637688636779785e-01,4.117967205679671362e-23
3.569839890360526624e-08,4.463271424174308777e-02,9.553329944610595703e-01,3.429559001233428717e-05,1.438524842469751788e-22
1.648028774070553482e-05,9.724201560020446777e-01,2.756329439580440521e-02,6.862219947834091727e-08,1.975407469178931431e-19
